frame_id,steering_angle
1479425499442845124_1,0.480893488245
1479425499442845124_2,0.480893488245
1479425499442845124_3,0.480893488245
1479425499442845124_4,0.480893488245
1479425499442845124_5,0.480893488245
1479425499442845124_6,0.480893488245
1479425499442845124_7,0.480893488245
1479425499442845124_8,0.480893488245
1479425499442845124_9,0.480893488245
1479425499442845124_10,0.480893488245
1479425499442845124_11,0.480893488245
1479425499442845124_12,0.480893488245
1479425499442845124_13,0.480893488245
1479425499442845124_14,0.480893488245
1479425499442845124_15,0.480893488245
1479425499442845124_16,0.480893488245
1479425499442845124_17,0.480893488245
1479425499442845124_18,0.480893488245
1479425499442845124_19,0.480893488245
1479425499442845124_20,0.480893488245
1479425499442845124_21,0.480893488245
1479425499442845124_22,0.480893488245
1479425499442845124_23,0.480893488245
1479425499442845124_24,0.480893488245
1479425499442845124_25,0.480893488245
1479425499442845124_26,0.480893488245
1479425499442845124_27,0.480893488245
1479425499442845124_28,0.480893488245
1479425499442845124_29,0.480893488245
1479425499442845124_30,0.480893488245
1479425499442845124_31,0.480893488245
1479425499442845124_32,0.480893488245
1479425499442845124_33,0.480893488245
1479425499442845124_34,0.480893488245
1479425499442845124_35,0.480893488245
1479425499442845124_36,0.480893488245
1479425499442845124_37,0.480893488245
1479425499442845124_38,0.480893488245
1479425499442845124_39,0.480893488245
1479425499442845124_40,0.480893488245
1479425499442845124_41,0.480893488245
1479425499442845124_42,0.480893488245
1479425499442845124_43,0.480893488245
1479425499442845124_44,0.480893488245
1479425499442845124_45,0.480893488245
1479425499442845124_46,0.480893488245
1479425499442845124_47,0.480893488245
1479425499442845124_48,0.480893488245
1479425499442845124_49,0.480893488245
1479425499442845124_50,0.480893488245
1479425499442845124_51,0.480893488245
1479425499442845124_52,0.480893488245
1479425499442845124_53,0.480893488245
1479425499442845124_54,0.480893488245
1479425499442845124_55,0.480893488245
1479425499442845124_56,0.480893488245
1479425499442845124_57,0.480893488245
1479425499442845124_58,0.480893488245
1479425499442845124_59,0.480893488245
1479425499442845124_60,0.480893488245
1479425499442845124_61,0.480893488245
1479425499442845124_62,0.480893488245
1479425499442845124_63,0.480893488245
1479425499442845124_64,0.480893488245
1479425499442845124_65,0.480893488245
1479425499442845124_66,0.480893488245
1479425499442845124_67,0.480893488245
1479425499442845124_68,0.480893488245
1479425499442845124_69,0.480893488245
1479425499442845124_70,0.480893488245
1479425499442845124_71,0.480893488245
1479425499442845124_72,0.480893488245
1479425499442845124_73,0.480893488245
1479425499442845124_74,0.480893488245
1479425499442845124_75,0.480893488245
1479425499442845124_76,0.480893488245
1479425499442845124_77,0.480893488245
1479425499442845124_78,0.480893488245
1479425499442845124_79,0.480893488245
1479425499442845124_80,0.480893488245
1479425499442845124_81,0.480893488245
1479425499442845124_82,0.480893488245
1479425499442845124_83,0.480893488245
1479425499442845124_84,0.480893488245
1479425499442845124_85,0.480893488245
1479425499442845124_86,0.480893488245
1479425499442845124_87,0.480893488245
1479425499442845124_88,0.480893488245
1479425499442845124_89,0.480893488245
1479425499442845124_90,0.480893488245
1479425499442845124_91,0.480893488245
1479425499442845124_92,0.480893488245
1479425499442845124_93,0.480893488245
1479425499442845124_94,0.480893488245
1479425499442845124_95,0.480893488245
1479425499442845124_96,0.480893488245
1479425499442845124_97,0.480893488245
1479425499442845124_98,0.480893488245
1479425499442845124_99,0.480893488245
1479425499442845124_100,0.480893488245
1479425499442845124_101,0.480893488245
1479425499442845124_102,0.480893488245
1479425499442845124_103,0.480893488245
1479425499442845124_104,0.480893488245
1479425499442845124_105,0.480893488245
1479425499442845124_106,0.480893488245
1479425499442845124_107,0.480893488245
