frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
frame_id,steering_angle,Group
1479425660520892175,-0.779018410775,2
1479425660570900959,-0.827020099679,2
1479425660620933516,-0.861819820632,2
frame_id,steering_angle,Group
1479425534398873589,-0.781907498837,2
1479425534448993255,-0.781907498837,2
1479425534498905778,-0.77587604692,2
frame_id,steering_angle,Group
1479425618963652711,-0.638227893808,2
1479425619013589441,-0.647221361519,2
1479425619063583545,-0.6527531147,2
frame_id,steering_angle,Group
1479425659920739695,-0.498253142643,2
1479425659970785712,-0.505218655418,2
1479425660020827157,-0.512664185019,2
frame_id,steering_angle,Group
1479425534998981215,-0.555171444666,2
1479425535049025055,-0.511591920139,2
1479425535099058605,-0.471813351582,2
frame_id,steering_angle,Group
1479425496342167239,-0.34557518363,2
1479425496392316042,-0.34557518363,2
1479425496442340584,-0.34557518363,2
frame_id,steering_angle,Group
1479425537899571540,-0.230209602247,2
1479425537949460826,-0.248404079642,2
1479425537999541591,-0.272028333527,2
frame_id,steering_angle,Group
1479425718931090394,-0.130899697542,2
1479425718981141006,-0.130899697542,2
1479425719031130839,-0.130899697542,2
frame_id,steering_angle,Group
1479425711929858866,-0.045378562063,2
1479425711979854828,-0.0511409226299,2
1479425712029955155,-0.0572511968599,2
frame_id,steering_angle,Group
1479425705978836415,0.0100464616464,2
1479425706028835548,0.00872664619237,2
1479425706078866287,0.00872664619237,2
frame_id,steering_angle,Group
1479425527847740373,0.1743786406,2
1479425527897694212,0.187496743686,2
1479425527947728896,0.190240889788,2
frame_id,steering_angle,Group
1479425468187221976,0.216181927773,2
1479425468237279961,0.251577736056,2
1479425468287290727,0.269597201956,2
frame_id,steering_angle,Group
1479425470187611693,0.387463092804,2
1479425470237670583,0.386435714484,2
1479425470287629689,0.383685899418,2
frame_id,steering_angle,Group
1479425499192776848,0.386949714802,2
1479425499242876246,0.405974702769,2
1479425499292775434,0.423279553138,2
frame_id,steering_angle,Group
1479425488440785034,0.477202103158,2
1479425488490792360,0.494842091259,2
1479425488540828515,0.518024973883,2
frame_id,steering_angle,Group
1479425652119586767,0.599898643531,2
1479425652169470815,0.631452910241,2
1479425652219428572,0.661356496233,2
frame_id,steering_angle,Group
1479425654419832203,0.784030792845,2
1479425654469805812,0.762261494559,2
1479425654520220380,0.738851710946,2
frame_id,steering_angle,Group
1479425653969719494,0.896441601124,2
1479425654019769198,0.885970829937,2
1479425654069742649,0.877266222344,2
frame_id,steering_angle,Group
1479425653469711261,0.917103178338,2
1479425653519654699,0.926194505134,2
1479425653569688917,0.939273793505,2
frame_id,steering_angle,Group
1479425660520892175,-0.779018410775,2
1479425660570900959,-0.827020099679,2
1479425660620933516,-0.861819820632,2
frame_id,steering_angle,Group
1479425534398873589,-0.781907498837,2
