File_name,Observed_steering_angle(Ground_truth),Predicted_steering_angle
1479425655670026624.jpg,0.285253944502,0.1442802
1479425655720007692.jpg,0.282461825241,0.05337846
1479425655770035271.jpg,0.265700401522,0.091936
1479425655820069627.jpg,0.240270340226,.04855097
1479425655870112203.jpg,0.211487139372,.0614162
1479425655920091209.jpg,0.188204863151,.0810527
1479425655970155876.jpg,0.174385891674,.00791228
1479425656020674613.jpg,0.171042263508,0.04537027
1479425656070158117.jpg,0.17011480199,0.05684413
1479425656120105883.jpg,0.156848892967,.007329863
1479425656170215407.jpg,0.132348245038,.261292
1479425656220156773.jpg,0.104499748402,.501673
1479425656270135014.jpg,0.0774935281646,.474380
1479425656320201479.jpg,0.0504909536866,.2941318
1479425656370229898.jpg,0.0295815150528,.2349324
1479425656420182955.jpg,0.0209439508617,0.0172323
1479425656470228315.jpg,0.0209439508617,0.084300
1479425656520259099.jpg,0.0244346984953,0.1863962
1479425656570195709.jpg,0.0261799395084,.2096838
1479425656620202893.jpg,0.0244570874125,.3994111
1479425656670205985.jpg,0.0244346093386,.639598
1479425656720279301.jpg,0.0244346093386,.873223
1479425656770262929.jpg,0.0226892810315,.8989033
1479425656820383760.jpg,0.0209744460511,.899739
1479425656870283334.jpg,0.0183738555865,.0889956
1479425656920313785.jpg,0.0140152795526,.02056237
1479425656970277788.jpg,0.00791951835613,.04233815
1479425657020282199.jpg,0.00189136699108,0.01630016
1479425657070284987.jpg,-0.00079389395285,0.0469804
1479425657120442314.jpg,-0.00516659545707,0.0744540
1479425657170289634.jpg,-0.00950749478651,.07578780
1479425657220322691.jpg,-0.0104719754308,.0691700
1479425657270317764.jpg,-0.0104719754308,.2458234
1479425657320395304.jpg,-0.0104719754308,.2102843
1479425657370325165.jpg,-0.0104719754308,.3529017
1479425657420348547.jpg,-0.0104719754308,.2722903
1479425657470407883.jpg,-0.00623469211819,.1532424
1479425657520911070.jpg,-0.00183315283202,.316559
1479425657570357485.jpg,0.0,.4674861
1479425657620372259.jpg,-0.00174532923847,.3984502
1479425657670404819.jpg,-0.00420890077825,.2806748
1479425657720400593.jpg,-0.0101447136554,.2324232
1479425657770419135.jpg,-0.014665572316,.09339
1479425657820420640.jpg,-0.0225133025649,0.02374778
1479425657870466926.jpg,-0.0317343075121,0.2146737
1479425657920442240.jpg,-0.0415096729369,0.2314551
1479425657970434550.jpg,-0.0578536948856,0.2256079
1479425658020437636.jpg,-0.0775148652657,0.1427151
1479425658070458596.jpg,-0.103039754432,.0686348
1479425658120465779.jpg,-0.137890120117,.2754384
1479425658170505161.jpg,-0.171570736265,.3888878
1479425658220561111.jpg,-0.205761972259,.4121363
1479425658270539643.jpg,-0.23945464836,.2457010
1479425658320500388.jpg,-0.267315890349,.1880215
1479425658370493458.jpg,-0.290419053459,.3351893
1479425658420571465.jpg,-0.307923839664,.177698
1479425658470593609.jpg,-0.321231715997,.3594035
1479425658520550123.jpg,-0.334302238931,.6129823
1479425658570600386.jpg,-0.345034081443,.4152646
1479425658620602028.jpg,-0.354023120638,.542093
1479425658670526738.jpg,-0.358372651046,.420943
1479425658720653283.jpg,-0.360996129945,.4581254
1479425658770565751.jpg,-0.363028496504,.474541
1479425658820578117.jpg,-0.364461657974,.3300213
1479425658870588360.jpg,-0.36477380991,.2471124
1479425658920601120.jpg,-0.367941818529,.1824303
1479425658970581342.jpg,-0.370550481468,.1208230
1479425659020633564.jpg,-0.374912040491,.0163746
1479425659070632352.jpg,-0.376991122961,0.01019755
1479425659120695003.jpg,-0.376991122961,.03954954
1479425659170633646.jpg,-0.380481779575,.3314456
1479425659220781944.jpg,-0.382227092981,.3934874
1479425659270653950.jpg,-0.38397243619,.02724440
1479425659320747394.jpg,-0.385350368063,.250772
1479425659370738221.jpg,-0.387463092804,.5471121
1479425659420685386.jpg,-0.389208436012,.867795
1479425659470664107.jpg,-0.389208436012,.248933
1479425659520799420.jpg,-0.389208436012,.095050
1479425659570742469.jpg,-0.394904160925,.9558447
1479425659620716638.jpg,-0.402756836847,.62069
1479425659670741760.jpg,-0.414994201978,.3635626
1479425659720834377.jpg,-0.431109498983,.08597541
1479425659770742929.jpg,-0.450280404225,0.240426
1479425659820741440.jpg,-0.470774057079,0.2302217
1479425659870777667.jpg,-0.488211640254,0.1346725
1479425659920739695.jpg,-0.498253142643,0.0735270
1479425659970785712.jpg,-0.505218655418,0.04073978
1479425660020827157.jpg,-0.512664185019,.02011177
1479425660070653986.jpg,-0.520876768664,.1668721
1479425660120768507.jpg,-0.531356076171,.2275575
1479425660170967389.jpg,-0.542240447905,.178541
1479425660221010467.jpg,-0.557056363361,.5875152
1479425660271022353.jpg,-0.574387489019,.699166
1479425660320973765.jpg,-0.598656488504,.860098
1479425660370916987.jpg,-0.631583802664,.873567
1479425660420829720.jpg,-0.676122946008,.7364309
1479425660470902418.jpg,-0.72673314969,.3062696
1479425660520892175.jpg,-0.779018410775,.388317
1479425660570900959.jpg,-0.827020099679,.7263357
1479425660620933516.jpg,-0.861819820632,.6970299
