File_name,Observed_steering_angle(Ground_truth),Predicted_steering_angle
1479425441182877835.jpg,-0.373665106110275,-0.06734996289014816
1479425441232704425.jpg,-0.0653962884098291,-0.06631290912628174
1479425441282730750.jpg,-0.160735441371799,-0.06746292114257812
1479425441332806714.jpg,0.317896057851613,-0.06853846460580826
1479425441382790272.jpg,0.19649308398366,-0.06761068105697632
1479425441432724303.jpg,-0.341386346518993,-0.06735691428184509
1479425441482746958.jpg,-0.0239574497565627,-0.06729179620742798
1479425441532802506.jpg,-0.253813835419714,-0.06335880607366562
1479425441582725165.jpg,0.302005162462592,-0.06576173007488251
1479425441632720892.jpg,-0.382671960256994,-0.06841976940631866
1479425441682732948.jpg,-0.0445358112454414,-0.07178464531898499
1479425441732800574.jpg,0.295319217257202,-0.07541382312774658
1479425441782737331.jpg,-0.187628504261374,-0.07825273275375366
1479425441832816004.jpg,-0.235088496655226,-0.07856054604053497
1479425441882830087.jpg,-0.324478502571583,-0.0795309990644455
1479425441932849879.jpg,-0.259755927883089,-0.07736684381961823
1479425441982783223.jpg,-0.135996666923165,-0.07591155171394348
1479425442032874172.jpg,-0.246417278051376,-0.07210635393857956
1479425442082758552.jpg,-0.00417953245341779,-0.0672951340675354
1479425442132852121.jpg,-0.0717142429202795,-0.061044842004776
1479425442182761838.jpg,-0.0109193271026015,-0.05833296850323677
1479425442232828524.jpg,-0.290488004125655,-0.052626363933086395
1479425442282862682.jpg,0.280798097513616,-0.052970193326473236
1479425442332893792.jpg,-0.00730608832091095,-0.05495578050613403
1479425442382858459.jpg,0.054001429490745,-0.056247372180223465
1479425442432797491.jpg,-0.0361109904944897,-0.060854777693748474
1479425442482899263.jpg,0.091887172870338,-0.06640003621578217
1479425442532771570.jpg,0.36143460534513,-0.07352796196937561
1479425442582809345.jpg,0.0265875650569797,-0.07830899953842163
1479425442632821093.jpg,0.193329541757703,-0.0768221914768219
1479425442682747552.jpg,0.17688310444355,-0.06979507207870483
1479425442732806572.jpg,-0.222215628437698,-0.06742508709430695
1479425442782862182.jpg,-0.128657217137516,-0.0637337863445282
1479425442832833025.jpg,0.181585834547877,-0.06251807510852814
1479425442882822631.jpg,-0.2383296135813,-0.057315643876791
1479425442932809867.jpg,-0.182876561954618,-0.06004820764064789
1479425442982805056.jpg,-0.218397068604827,-0.06222837418317795
1479425443032823520.jpg,0.0534354530274868,-0.0650719404220581
1479425443082812203.jpg,-0.138904266059399,-0.06740543246269226
1479425443132827444.jpg,0.389985826052725,-0.06863822042942047
1479425443182854411.jpg,-0.0990123322233558,-0.06447941064834595
1479425443232861030.jpg,-0.116424615308642,-0.05769822746515274
1479425443282879357.jpg,0.296584396064281,-0.04847012460231781
1479425443332896491.jpg,-0.246252699568868,-0.04291270673274994
1479425443382879593.jpg,0.351025518029928,-0.03946149721741676
1479425443432903742.jpg,-0.158407429605722,-0.03510969132184982
1479425443483016593.jpg,0.189574168622494,-0.0287137683480978
1479425443533017775.jpg,-0.0245865367352963,-0.0226850938051939
1479425443582977575.jpg,-0.1473513411358,-0.020034464076161385
1479425443632945821.jpg,-0.158859466947615,-0.018770748749375343
1479425443682982187.jpg,-0.184153610654175,-0.02961539290845394
1479425443732869219.jpg,0.0989806083962321,-0.03481179475784302
1479425443782898808.jpg,-0.245223304629326,-0.040118783712387085
1479425443833012205.jpg,0.175522996112704,-0.05138910561800003
1479425443882914607.jpg,-0.0399316793307662,-0.058202244341373444
1479425443933132143.jpg,-0.031970134191215,-0.06244330853223801
1479425443983182782.jpg,-0.107520465739071,-0.05966469645500183
1479425444033115695.jpg,-0.307946600951254,-0.05154670029878616
1479425444083198332.jpg,-0.008216555044055,-0.041855014860630035
1479425444133127546.jpg,0.080454489402473,-0.034813158214092255
1479425444183146275.jpg,0.121060693450272,-0.026224885135889053
1479425444233201168.jpg,0.0352403599768877,-0.022773081436753273
1479425444283138737.jpg,0.323462156206369,-0.020931536331772804
1479425444333229360.jpg,0.176023894362152,-0.017607206478714943
1479425444383185181.jpg,0.132005844265223,-0.01795523799955845
1479425444434593057.jpg,-0.23770522531122,-0.018466586247086525
1479425444483190972.jpg,0.168770981952548,-0.023514514788985252
1479425444533172421.jpg,-0.158837950788438,-0.030780727043747902
1479425444583259948.jpg,-0.254850535467267,-0.03674542158842087
1479425444633286162.jpg,-0.152874748408794,-0.04247450828552246
1479425444683294213.jpg,0.0796802015975118,-0.051722049713134766
1479425444733253036.jpg,-0.121088012680411,-0.05860094353556633
1479425444783291032.jpg,0.22882976680994,-0.06619411706924438
1479425444833288592.jpg,-0.0231375949457288,-0.07242843508720398
1479425444883283220.jpg,-0.337532845512033,-0.07603658735752106
1479425444933328937.jpg,-0.346924703940749,-0.08263609558343887
1479425444983260437.jpg,-0.141828945092857,-0.0839337632060051
1479425445033271766.jpg,-0.00586290303617715,-0.08148221671581268
1479425445083281310.jpg,0.377604829333723,-0.08152748644351959
1479425445133336475.jpg,0.283300495520234,-0.08255679160356522
1479425445183328558.jpg,-0.109145560488105,-0.08503134548664093
1479425445233404698.jpg,-0.16703457608819,-0.0868360847234726
1479425445283448582.jpg,0.222385364025831,-0.08833545446395874
1479425445333367499.jpg,0.113678401894867,-0.09373652189970016
1479425445383326348.jpg,0.248893249407411,-0.10193781554698944
1479425445433499090.jpg,0.270351527445018,-0.10931532829999924
1479425445483382125.jpg,-0.0125456428155303,-0.11660928279161453
1479425445533489877.jpg,0.209905987791717,-0.11974732577800751
1479425445583437918.jpg,-0.259688534587622,-0.11938482522964478
1479425445633423016.jpg,0.325761017389595,-0.11889529228210449
1479425445683329266.jpg,-0.0742313547059894,-0.1180000752210617
1479425445733403939.jpg,-0.284870309568942,-0.11630859971046448
1479425445783307622.jpg,-0.321018800884485,-0.11384555697441101
1479425445833353168.jpg,0.183007398620248,-0.1110866442322731
1479425445883484127.jpg,-0.0581858400255442,-0.10602129995822906
1479425445933390665.jpg,-0.284668886847794,-0.09976211935281754
1479425445983503068.jpg,0.246350332349539,-0.09846116602420807
1479425446033440044.jpg,-0.0131150366738438,-0.09612183272838593
1479425446083426096.jpg,-0.320080558955669,-0.09537205100059509
1479425446133410346.jpg,-0.214994687773287,-0.09579349309206009
1479425446183468695.jpg,0.100611611828208,-0.09234993159770966
1479425446233463132.jpg,-0.261501328088343,-0.09056399017572403
1479425446283447100.jpg,0.178225623071194,-0.0895041897892952
1479425446333431175.jpg,-0.06711818408221,-0.08544614166021347
1479425446383424337.jpg,0.145268215425313,-0.0827934592962265
1479425446433457370.jpg,0.0606878824532032,-0.07822788506746292
1479425446483371405.jpg,-0.341340810619295,-0.07444266974925995
1479425446533500137.jpg,0.356527830474079,-0.06891223043203354
1479425446583477115.jpg,-0.270546470023692,-0.06161458045244217
1479425446633522506.jpg,0.347482648305595,-0.05392139032483101
1479425446683589238.jpg,0.279929988831282,-0.05056825280189514
1479425446733573761.jpg,-0.234190719388425,-0.04752885177731514
1479425446783611898.jpg,-0.260144966840744,-0.04687971994280815
1479425446833546046.jpg,0.334377834759653,-0.045160528272390366
1479425446883533208.jpg,0.290316262096167,-0.04730120301246643
1479425446933547800.jpg,-0.0840958036482334,-0.043916866183280945
1479425446983608400.jpg,0.396830887533724,-0.040278151631355286
1479425447033578750.jpg,-0.0840053828433156,-0.036715149879455566
1479425447083596868.jpg,0.11262563765049,-0.031908515840768814
1479425447133467484.jpg,-0.00192002542316916,-0.029539192095398903
1479425447183549871.jpg,-0.397324952669442,-0.027038680389523506
1479425447233486454.jpg,0.393694687820971,-0.025611044839024544
1479425447283725051.jpg,0.183406245149672,-0.026303499937057495
1479425447333693598.jpg,-0.0444568198174238,-0.02346988208591938
1479425447383620607.jpg,-0.295337506942451,-0.02080625481903553
1479425447433621760.jpg,0.0172105366364121,-0.015075194649398327
