File_name,Observed_steering_angle(Ground_truth),Predicted_steering_angle
1479425441182877835.jpg,-0.0169280299332,0.05924522
1479425441232704425.jpg,-0.0157079640776,.001483991
1479425441282730750.jpg,-0.0157079640776,.02657899
1479425441332806714.jpg,-0.0157079640776,0.03127455
1479425441382790272.jpg,-0.0157079640776,0.0702371
1479425441432724303.jpg,-0.0174532923847,0.14532
1479425441482746958.jpg,-0.0191986225545,0.1832028
1479425441532802506.jpg,-0.0205366131543,0.1667153
1479425441582725165.jpg,-0.0231369964613,0.0643702
1479425441632720892.jpg,-0.0292430744302,.04210845
1479425441682732948.jpg,-0.0410089294776,.06835265
1479425441732800574.jpg,-0.0514905581597,.04020265
1479425441782737331.jpg,-0.054105207324,.00805300
1479425441832816004.jpg,-0.054105207324,0.02009537
1479425441882830087.jpg,-0.054105207324,0.01222645
1479425441932849879.jpg,-0.054105207324,.02494009
1479425441982783223.jpg,-0.0523598790169,.0409704
1479425442032874172.jpg,-0.0523598790169,.0675467
1479425442082758552.jpg,-0.0519790866065,.0803472
1479425442132852121.jpg,-0.0476152155422,.0466295
1479425442182761838.jpg,-0.0411586388579,0.02207450
1479425442232828524.jpg,-0.0336691472673,0.1264567
1479425442282862682.jpg,-0.0296705979854,0.1283530
1479425442332893792.jpg,-0.0296705979854,0.1724081
1479425442382858459.jpg,-0.0296705979854,0.1765725
1479425442432797491.jpg,-0.0296705979854,0.1363660
1479425442482899263.jpg,-0.0296705979854,0.0685413
1479425442532771570.jpg,-0.0296705979854,0.006111960
1479425442582809345.jpg,-0.0296705979854,.02712949
1479425442632821093.jpg,-0.0296705979854,.0842632
1479425442682747552.jpg,-0.0279252678156,.0689146
1479425442732806572.jpg,-0.0290803139823,.03892095
1479425442782862182.jpg,-0.0314159281552,0.035766
1479425442832833025.jpg,-0.0314159281552,.02108272
1479425442882822631.jpg,-0.0299389934237,.002792252
1479425442932809867.jpg,-0.032550197575,0.0158309
1479425442982805056.jpg,-0.0331612564623,0.0720513
1479425443032823520.jpg,-0.0331612564623,0.1180608
1479425443082812203.jpg,-0.0349065847695,0.1441827
1479425443132827444.jpg,-0.0349065847695,0.01722169
1479425443182854411.jpg,-0.0458284500335,.0942925
1479425443232861030.jpg,-0.0523598790169,.0906190
1479425443282879357.jpg,-0.046907210769,.03336884
1479425443332896491.jpg,-0.0408051947944,.1464759
1479425443382879593.jpg,-0.0399417449655,.149044
1479425443432903742.jpg,-0.0383972451091,.11728757
1479425443483016593.jpg,-0.0381990092053,.0804207
1479425443533017775.jpg,-0.0327786357097,.0550374
1479425443582977575.jpg,-0.0277464048529,0.005884928
1479425443632945821.jpg,-0.0244346093386,0.1042419
1479425443682982187.jpg,-0.0226892810315,0.2005885
1479425443732869219.jpg,-0.019925133127,0.1182055
1479425443782898808.jpg,-0.0191986225545,0.1819903
1479425443833012205.jpg,-0.0191986225545,0.2209670
1479425443882914607.jpg,-0.0190686929655,0.1445235
1479425443933132143.jpg,-0.0174532923847,0.0388055
1479425443983182782.jpg,-0.0174532923847,0.00494012
1479425444033115695.jpg,-0.0191986225545,0.0659360
1479425444083198332.jpg,-0.0191986225545,0.11866630
1479425444133127546.jpg,-0.0191986225545,0.1031253
1479425444183146275.jpg,-0.0191986225545,0.1299364
1479425444233201168.jpg,-0.0209439508617,0.03303921
1479425444283138737.jpg,-0.0209439508617,0.04980097
1479425444333229360.jpg,-0.0219077666152,0.09073721
1479425444383185181.jpg,-0.0226892810315,0.02063485
1479425444434593057.jpg,-0.0226892810315,0.001588806
1479425444483190972.jpg,-0.0226892810315,.03280677
1479425444533172421.jpg,-0.0253607554435,.02965499
1479425444583259948.jpg,-0.0332155078575,.05526219
1479425444633286162.jpg,-0.0349065847695,0.003005189
1479425444683294213.jpg,-0.0349065847695,.001358821
1479425444733253036.jpg,-0.0384293115582,.03546219
1479425444783291032.jpg,-0.0418840402799,.01704040
1479425444833288592.jpg,-0.046245502043,0.04551362
1479425444883283220.jpg,-0.0540889632997,0.09701320
1479425444933328937.jpg,-0.0636709502156,0.090980
1479425444983260437.jpg,-0.069813169539,0.098552
1479425445033271766.jpg,-0.069813169539,0.0871688
1479425445083281310.jpg,-0.0680678412318,0.0504481
1479425445133336475.jpg,-0.0680678412318,0.07882479
1479425445183328558.jpg,-0.0712808155375,0.09649990
1479425445233404698.jpg,-0.0784908103537,0.0645821
1479425445283448582.jpg,-0.0872027430708,0.0856526
1479425445333367499.jpg,-0.0933303219328,0.07256658
1479425445383326348.jpg,-0.0959367873007,0.1010181
1479425445433499090.jpg,-0.0959931090474,0.02746717
1479425445483382125.jpg,-0.0959931090474,0.01941156
1479425445533489877.jpg,-0.0959931090474,0.04651920
1479425445583437918.jpg,-0.0959931090474,.004287966
1479425445633423016.jpg,-0.0959931090474,.0189246
1479425445683329266.jpg,-0.0959931090474,.04727360
1479425445733403939.jpg,-0.0959931090474,.001753970
1479425445783307622.jpg,-0.0959931090474,0.05841311
1479425445833353168.jpg,-0.0959931090474,0.110804
1479425445883484127.jpg,-0.092616308288,0.1586220
1479425445933390665.jpg,-0.0925024524331,0.1312598
1479425445983503068.jpg,-0.0925024524331,0.0896882
1479425446033440044.jpg,-0.0925024524331,0.01480702
1479425446083426096.jpg,-0.0909072999107,0.01841086
1479425446133410346.jpg,-0.090757124126,0.02988910
1479425446183468695.jpg,-0.0890117883682,0.05712333
1479425446233463132.jpg,-0.0890117883682,0.065228
1479425446283447100.jpg,-0.0890117883682,0.061000
1479425446333431175.jpg,-0.0890117883682,0.11942612
1479425446383424337.jpg,-0.0890117883682,0.1288172
1479425446433457370.jpg,-0.0890117883682,0.0970552
1479425446483371405.jpg,-0.0890117883682,0.1066112
1479425446533500137.jpg,-0.0890117883682,0.1209248
1479425446583477115.jpg,-0.0874872625218,0.161434
1479425446633522506.jpg,-0.0855211317539,0.1893262
1479425446683589238.jpg,-0.0822533950774,0.248821
1479425446733573761.jpg,-0.0748715219172,0.1942891
1479425446783611898.jpg,-0.0650519924641,0.2249245
1479425446833546046.jpg,-0.0563473461297,0.2158099
1479425446883533208.jpg,-0.0476457669458,0.190463
1479425446933547800.jpg,-0.0441621123795,0.2396969
1479425446983608400.jpg,-0.0404076616874,0.1288777
1479425447033578750.jpg,-0.0360549705006,0.1015466
1479425447083596868.jpg,-0.0349065847695,0.0809115
1479425447133467484.jpg,-0.0349065847695,0.0982772
1479425447183549871.jpg,-0.0349065847695,0.12827
1479425447233486454.jpg,-0.0349065847695,0.1158664
1479425447283725051.jpg,-0.0299683911788,0.1100437
1479425447333693598.jpg,-0.0198171681461,0.1491369
1479425447383620607.jpg,-0.00794968612984,0.2089510
1479425447433621760.jpg,0.000540490350309,0.1574749
1479425447483674337.jpg,0.00174532923847,0.1541383
1479425447533663020.jpg,0.00174532923847,0.1890258
1479425447583646955.jpg,-0.00314042309484,0.1573326
1479425447633645468.jpg,-0.00575009634842,0.1221173
1479425447683675176.jpg,-0.0069813169539,0.1800347
1479425447733726775.jpg,-0.00748674208467,0.1694842
1479425447783780269.jpg,-0.0118499151434,0.1817373
1479425447833680291.jpg,-0.018921689451,0.2329264
1479425447883694922.jpg,-0.0350931301068,0.251030
1479425447933701813.jpg,-0.0493447445301,0.1784607
1479425447983829975.jpg,-0.0506145469844,0.1047116
1479425448033742629.jpg,-0.048405618635,0.04564373
